Rooms,Type,Price,Bedrooms,Baths,Car,HouseArea,LotArea,BuiltYear
3,h,1900000,3,2,3,,,
4,h,,,,,,,
2,u,620000,,,,,,
3,h,,3,1,,,1155,1900
2,h,,2,1,1,6820,1100,1945
3,t,685000,3,1,1,,,2004
3,h,,3,1,2,7238,,1920
3,h,921000,3,2,2,,,
3,h,1450000,3,2,2,,,
2,u,604000,2,1,1,,,2013
2,u,687500,2,1,1,,1100,1960
3,t,864000,3,1,2,,1210,1990
2,h,832000,2,1,1,2794,,
3,h,600500,3,3,2,,2057,2004
3,h,640000,3,2,8,,,
3,h,,3,2,2,,1309,1980
3,h,515500,3,2,2,,1595,1990
3,h,500000,3,2,2,,1353,1986
5,h,610000,5,2,2,7150,,
3,h,500000,3,1,1,,,
3,h,465000,3,1,1,,,
4,h,555000,4,1,2,6270,,
2,u,682000,,,,,,
3,h,1080000,3,1,3,6534,,
3,t,,3,2,2,1683,,1980
4,h,1350000,,,,,,
2,u,629000,2,1,1,,,
3,h,,3,1,1,,,
5,h,750000,5,2,4,7117,2277,1983
3,h,588000,,,,,,
4,h,1010000,4,1,2,6732,,
3,h,870000,3,2,1,,1980,2010
2,h,950000,2,1,1,,1111,1910
1,t,535000,1,1,1,,748,1997
4,h,3060000,4,2,2,9218,,
4,h,1690000,4,2,4,3850,1848,1900
4,h,3400000,4,2,2,,,
4,h,,4,2,2,5027,2013,1920
4,h,,4,3,2,,,
4,h,,4,3,1,,,
4,h,1600000,4,2,2,135300,,1940
3,t,1020000,3,2,2,,,1992
3,h,762000,3,1,1,,1155,1970
3,h,593000,3,2,4,,,
2,u,510000,,,,,,
2,h,,2,1,4,5104,,
3,h,1140000,3,1,1,,836,1920
3,h,685000,3,1,2,9768,,
4,h,715000,4,2,2,5500,,
3,h,685500,3,1,1,6061,,
3,h,,3,2,2,,,
3,h,564000,,,,,,
4,h,1160000,,,,,,
3,t,725000,,,,,,
3,t,722000,3,2,2,1617,1375,2015
3,h,,3,2,0,2530,,
2,u,751500,2,1,2,,,
3,u,2210000,,,,,,
3,h,,3,1,,3674,,
5,h,4350000,5,3,2,,,
2,u,1002000,,,,,,
3,h,1430000,3,1,1,7051,,
3,h,,3,2,4,,,
3,h,983000,3,2,2,3949,2035,2008
2,u,460000,,,,,,
3,t,855000,3,2,2,,,2004
4,h,560000,4,3,2,6292,,
3,h,482000,3,2,2,4972,1540,1992
3,h,390000,3,2,2,,1232,1980
2,u,520000,2,1,,,,1989
5,h,460000,5,2,2,6490,,
4,h,370000,4,1,1,,,
3,h,430000,3,1,2,6413,1133,1980
3,h,,,,,,,
3,h,438000,3,2,2,6325,1892,2016
4,h,900000,4,2,2,5830,2376,1980
3,h,960500,3,2,2,5885,1452,1985
3,t,840000,3,2,2,1793,1694,2012
3,h,,3,2,4,,1584,2014
4,h,570000,4,2,2,,2145,2008
3,h,545000,,,,,,
3,h,,3,1,1,3399,1353,1900
3,h,1041000,3,2,1,,1760,1955
2,u,620000,2,1,2,,1122,2011
2,h,,2,1,1,,,
2,u,450000,2,1,1,,704,1980
3,h,1720000,,,,,,
4,h,,4,1,2,7293,,
3,h,1210000,3,2,0,4521,1254,1915
4,h,1450000,4,2,3,5115,,
4,h,1188000,4,2,2,6545,,
4,h,,4,2,3,,,
3,u,,,,,,,
2,h,1300000,2,1,2,5522,,
3,h,1800000,3,2,2,8646,,
3,h,,3,1,2,8690,1727,1970
4,h,1100000,4,2,2,,,
3,h,,3,1,2,8437,1419,1955
4,h,1460000,4,2,2,,,
3,h,1825000,3,2,2,,,
3,t,650000,3,2,1,1595,1419,2015
4,h,1105000,4,3,2,7150,2464,1985
3,h,755000,3,2,1,,1298,2011
2,u,515500,2,1,1,,,1996
2,u,380000,2,1,1,,,
2,h,1280000,2,1,1,,,
4,h,761000,4,3,4,,3366,1997
4,h,690000,4,2,2,,1925,2002
4,h,1180000,4,1,,5995,,
4,t,940000,4,2,2,5610,2156,2016
4,h,1630000,4,2,3,,1859,1915
4,h,,4,2,3,5390,,
3,u,700000,3,2,1,,,
2,h,1370000,2,1,0,7150,,
5,h,1215000,5,2,2,7117,,
2,h,1300000,2,1,1,7150,4180,2016
2,h,1100000,2,1,0,1419,,1880
2,u,,2,1,1,,836,1966
2,u,390000,2,1,1,,,2011
3,h,1425000,3,1,3,1793,,
2,u,,,,,,,
4,u,,,,,,,
3,h,1550000,3,2,1,1903,,
2,h,1386000,2,1,0,2970,,
4,h,1700000,4,3,4,4642,,
4,h,1254000,4,2,3,,1914,1978
3,t,795000,,,,,,
2,h,,2,1,,3355,,
4,h,1150000,4,2,2,11660,1925,1940
3,h,,3,2,2,6479,,
2,u,683500,2,1,1,,924,1975
3,h,1140000,3,1,4,7667,,
3,h,,3,2,2,6567,2079,1895
5,h,2110000,5,3,4,7304,2695,1980
3,h,865000,3,1,1,,1551,1960
4,h,1320000,4,2,5,6600,1969,1950
3,t,930000,3,1,2,,1331,1985
2,u,672000,2,1,1,1738,,
5,h,960000,5,3,2,,,
3,t,676000,3,2,2,1342,1188,2012
2,t,500000,2,2,1,814,,2011
3,h,1010000,3,1,2,7403,,1970
4,h,1375000,4,2,2,11341,,
3,h,540000,3,2,2,3883,1485,2011
4,h,,4,2,2,,,
4,h,599000,4,2,2,,1485,
2,u,820000,2,2,2,50644,,
3,u,782500,,,,,,
4,h,3775000,,,,,,
2,u,648500,2,1,1,,737,2004
3,h,1764000,3,2,,1441,1463,1900
4,h,2625000,4,3,2,2222,,
2,u,1102000,,,,,,
3,h,2325000,3,2,1,,,
2,h,1400000,2,1,0,2332,,
3,h,1420000,,,,,,
2,u,555000,2,1,1,,,
2,u,417500,2,2,1,,792,2010
2,h,640000,2,2,1,,,
4,h,,4,2,1,2629,2145,1890
4,h,750000,4,1,6,10483,,
3,h,725000,3,2,2,,1650,2006
3,h,861000,3,2,3,5368,1485,1950
3,t,,,,,,,
3,h,612500,3,1,1,1870,1408,1950
3,h,906000,3,1,2,8151,,
3,h,758000,3,1,2,6138,,
4,h,900000,4,2,2,,,1959
3,h,601000,3,1,2,,,
2,h,880000,2,1,1,,,
4,h,900000,4,1,4,7106,1309,1950
2,u,523000,2,1,1,,957,2007
2,h,762000,2,1,1,6116,,
3,h,1695000,,,,,,
3,t,1480000,3,2,3,,,2005
3,t,1120000,3,2,1,,,
3,h,,3,1,,1760,,
4,h,2368000,4,1,3,4290,,
2,t,1380000,2,2,2,,1705,1950
2,u,575000,2,1,1,,737,2012
7,h,1755000,7,3,,,,
4,h,926000,4,2,2,,1782,1985
3,h,1120000,3,1,2,7359,1166,1960
2,u,575000,,,,,,
4,h,1165000,4,2,3,,,
4,h,,4,3,1,7293,1903,1960
2,u,655000,2,1,0,,1177,1930
4,h,,4,2,2,,,
2,h,985000,2,1,,,,
2,u,376000,2,1,1,,748,1980
3,h,,3,1,1,,,
4,h,570000,4,2,2,5544,,2000
3,h,515000,3,2,2,5852,,2000
4,h,1875000,4,2,2,,2189,1995
2,h,1137000,2,1,,1386,869,
3,t,,3,2,2,,3432,2010
3,h,1750000,3,2,,,1221,1910
2,u,860000,2,1,1,7084,,
3,h,,3,1,0,2607,1661,1900
3,t,1150000,,,,,,
4,h,1080000,4,2,3,8745,,
3,t,,,,,,,
4,h,850000,4,2,2,6424,,
3,h,528000,3,1,1,,1232,1974
3,h,645000,3,1,0,5929,1518,1960
3,h,1280000,3,3,2,6281,3322,1960
2,h,,2,1,4,9405,,
4,h,570000,4,2,2,7623,1914,1995
4,h,540000,4,2,2,7150,1771,1995
3,h,482000,3,2,4,7304,1518,1975
3,h,662000,3,1,2,11550,,
4,h,640000,4,1,1,1353,,
2,h,732500,2,1,3,6930,,
3,u,554000,3,1,,,1320,2000
3,h,780000,3,1,2,,1298,1965
3,h,713500,3,1,2,5720,1441,1968
3,h,,3,1,2,,1155,1970
4,h,2170000,4,3,2,,,
3,h,,3,1,1,8580,1408,1940
2,h,800000,2,1,1,,,1960
3,u,400000,3,2,1,,1276,2006
3,h,705000,3,2,1,7447,1518,1980
5,h,1550000,5,2,2,,,
4,h,965000,4,2,2,,1562,1995
3,h,,3,2,2,7381,,
3,h,,3,1,2,17534,1562,1970
3,h,,3,3,1,7535,,
3,h,1530000,3,1,2,,1210,1900
3,h,,3,1,2,,,
3,h,1375000,4,2,3,5830,1595,1950
3,t,900000,3,2,2,1320,,2000
3,u,735000,3,1,1,,,
4,h,,,,,,,
4,h,595000,4,2,2,,1837,2012
3,h,620000,3,1,1,,1474,1975
3,h,660000,3,1,1,,,
3,h,782000,3,2,6,7150,,
3,u,533000,3,1,1,,1276,2002
5,h,1203000,5,3,2,,,
3,h,768000,3,2,2,,2321,2000
3,u,,3,1,2,,,
3,h,1185000,3,2,2,,1727,1980
6,h,,6,3,4,9229,2959,1985
4,h,,4,2,1,8206,2035,1980
4,h,1420000,4,3,2,13299,,
3,h,856000,3,2,1,,1342,1956
4,h,902000,4,2,2,,,
5,h,,,,,,,
2,u,555000,,,,,,
4,h,630000,4,2,2,7920,1793,2001
4,h,490500,4,2,2,6446,,
3,h,430000,3,1,1,,,
3,h,510000,3,1,1,6754,1353,1970
3,h,660000,3,2,2,1474,,
5,h,,5,1,2,4455,1672,1950
3,h,1460000,3,1,1,2409,,
2,u,705000,2,1,2,,,2005
3,h,529500,3,1,2,,1254,1975
2,u,400000,2,1,1,,803,1995
4,h,1223000,4,3,2,9592,,
3,h,950000,3,2,3,7194,,
5,h,1206000,5,2,2,8624,,
3,h,1035000,3,2,2,,,
4,h,,4,2,2,,,
4,h,1678000,4,2,2,10373,,
4,h,1000000,4,2,2,,,1980
4,h,1630000,4,3,2,4400,,
5,h,,5,4,6,7920,3575,2005
3,t,1525000,3,2,2,1650,,
4,h,456000,4,2,2,,,
3,h,525000,,,,,,
2,h,900000,2,2,1,,1232,2015
5,h,1060000,5,2,3,,2607,2002
3,h,890000,3,1,,3718,1353,1906
4,h,,4,2,6,,,
2,h,,2,1,2,5027,,
3,h,1195000,3,2,2,4191,,
3,h,1000001,3,2,1,7667,1793,2017
3,h,1064000,3,1,1,8437,,
3,h,540000,3,2,2,,1474,2014
4,h,2720000,4,3,2,,2750,2010
2,t,1440000,2,1,1,,,1980
3,u,675000,3,1,1,3124,,
3,h,1170000,3,1,1,2948,1386,1994
2,t,,,,,,,
3,h,,3,1,1,5401,1353,1968
2,u,458000,2,1,1,693,825,1975
3,h,,3,2,2,5357,1826,2004
4,h,,4,2,2,6127,1793,1982
3,h,,3,1,3,6116,,
3,h,,3,2,,2244,1617,1900
3,h,870000,3,2,3,4268,1012,1950
3,u,870000,3,2,1,35365,1958,1900
2,h,,2,1,2,2530,1221,1982
2,h,,2,1,1,,1375,1950
4,t,850000,,,,,,
1,u,355500,1,1,1,,,
5,h,1850000,5,3,2,,,
4,h,1550000,4,2,2,7370,,
4,h,,4,2,2,7876,,
4,t,1020000,,,,,,
3,h,1200000,3,2,2,,,
5,h,,5,3,5,6523,4092,2000
3,t,,3,1,2,43241,,
3,h,780000,3,1,2,3212,1001,1955
3,h,880000,3,2,1,6468,,
4,h,830000,4,2,2,,1859,1980
3,h,640000,3,2,2,6677,,
2,u,,,,,,,
2,u,1005000,2,1,1,,,1990
2,u,590000,2,1,2,,,
4,h,2250000,4,2,2,,2695,1925
3,u,1455000,3,2,2,,220,1994
5,h,2750000,5,5,2,13585,4367,2016
5,h,2936000,,,,,,
4,h,,4,3,2,9922,,
4,h,1950000,4,3,1,8217,,
4,h,1790000,4,1,6,,,
4,h,,4,2,2,26400,,
4,h,2000000,4,2,5,7700,3300,2007
5,h,,5,3,2,,4675,2007
4,h,900000,4,2,2,7216,2123,1975
2,h,885000,2,1,1,,,
3,h,,3,2,1,,,
3,h,1750000,3,2,2,8602,,
3,h,1354000,3,1,2,6732,1364,1950
2,t,865000,2,2,2,,,
3,h,1532000,3,1,2,6908,,
3,h,1175000,3,2,2,,,
4,t,1210000,,,,,,
2,u,818000,,,,,,
3,h,1362000,,,,,,
3,t,,3,2,2,3267,,
4,h,1677500,4,1,2,,,
4,h,2151000,4,3,2,8921,,1975
3,t,,,,,,,
3,h,1111000,3,2,2,,,
3,h,1285000,3,2,1,,,
3,h,980000,3,1,1,,1342,1970
3,h,,3,1,1,,,
4,h,1720000,4,2,2,7249,,1950
4,h,2000000,4,2,4,9053,,
3,h,,3,2,2,6677,1903,1960
3,h,1390000,3,2,3,7678,2134,1945
3,h,1490000,3,1,2,,,
5,h,,5,2,2,7183,3058,2010
3,h,,3,1,2,6787,,
4,h,1151000,4,2,2,10153,,
3,h,,3,2,1,6160,1606,1970
3,h,,3,1,2,9218,,
3,h,701000,,,,,,
3,h,834500,3,1,4,7535,,
3,t,,3,2,2,,1727,2014
3,h,692000,3,1,1,,,
2,u,1640000,,,,,,
3,h,1850000,3,2,2,,,
3,h,,3,3,2,,3300,2004
3,t,2900000,3,2,4,,3267,1990
3,t,,,,,,,
3,h,,3,3,2,,,
2,u,400000,2,1,1,,1089,2009
3,h,649000,3,1,1,7216,,
3,u,477000,3,1,2,,1034,
4,h,753000,4,1,2,7656,,
3,h,,3,2,,3025,1210,1910
3,h,850000,3,2,1,,,
2,h,,2,1,,2288,,1930
2,u,453650,2,1,1,,,
3,t,870000,3,2,1,,,
2,h,,2,1,,2145,1353,1890
2,h,950000,2,1,,,,
1,u,463000,1,1,2,,429,1960
3,h,875000,3,1,1,3025,1166,1910
4,h,1250000,4,2,2,6600,1980,2004
1,u,315500,1,1,1,,,
2,h,1225000,2,1,2,5511,5445,1930
3,h,980000,3,2,1,6303,1771,1970
3,u,580000,,,,,,
3,h,,3,2,1,,,1970
3,h,830000,3,2,2,,1452,1975
4,h,758000,4,3,2,3641,3641,2010
3,h,,3,1,1,3839,1815,1980
1,u,370000,1,1,1,,484,1970
3,h,,,,,,,
3,h,,,,,,,
4,h,1750000,4,2,4,5654,2838,2000
3,h,,3,1,2,,1397,1960
4,h,,4,2,2,6545,3641,2003
3,h,670000,3,2,2,,,2002
3,h,,3,1,1,8580,,
2,h,2410000,2,1,3,,,
2,u,752500,2,2,1,,,
4,h,,4,2,2,8195,,1930
2,u,,2,2,1,,979,2012
4,h,3100000,4,2,2,,,
3,h,,3,2,2,,1738,1915
3,u,,3,1,1,,,1968
4,h,3130000,4,2,2,6798,,
4,h,2650000,4,2,2,,2805,1986
3,h,1500000,3,2,2,,,1987
5,h,,5,2,2,9548,,
4,h,,4,3,2,,4235,2002
2,u,,,,,,,
3,h,1263000,3,1,1,1210,1408,1880
2,h,,2,1,1,1331,957,1890
2,h,800000,2,1,,1287,,
2,h,1065000,2,1,,44275,,
2,h,950000,2,1,,1067,,
3,t,,,,,,,
2,u,545000,2,1,1,,,
5,u,,5,3,2,,,2012
2,u,,2,2,1,,847,1970
1,u,353000,,,,,,
2,h,890000,2,1,4,,,1960
1,u,341000,1,1,1,,473,1960
4,h,1758000,4,2,2,,1859,1920
2,u,585000,2,1,1,,,
2,u,,,,,,,
2,h,970000,2,1,2,,858,1955
4,h,930000,4,2,2,,1034,1950
3,h,948000,3,1,2,6270,,
2,u,,2,1,1,,,
3,h,,3,1,0,6600,1265,1955
3,h,850000,3,1,2,6743,,
3,h,985000,3,1,2,7414,1078,1950
3,h,1250500,3,1,2,13486,,
3,h,805000,3,1,1,5929,,
2,h,1320000,2,1,1,2101,,1890
3,h,,3,2,1,,1639,
3,h,1326000,3,1,2,5764,,
1,u,,1,1,1,,,1970
3,h,1010000,3,1,1,,3410,
3,h,,3,2,2,,,
3,t,875000,3,2,2,,1507,2000
1,u,,1,1,1,,561,2004
2,u,1250000,2,2,2,9999,,
4,h,595000,4,1,0,7051,1210,1990
3,h,,3,1,1,,,2000
4,h,,,,,,,
3,h,,,,,,,
3,h,,3,2,1,2882,1441,2015
2,h,1200000,2,1,,1760,,
5,h,,5,3,2,,3872,2006
3,h,1020000,3,1,1,,1430,1971
4,t,560500,,,,,,
4,h,680000,4,2,2,,,2012
4,h,,4,2,1,6732,1617,1950
2,u,320000,2,1,1,,,1970
2,u,,2,2,1,,,2005
3,h,530000,3,2,2,,1716,2009
3,h,589000,3,2,2,5984,1375,1996
3,h,630000,3,2,2,5544,,
4,h,745000,4,2,2,8437,,
4,h,952000,4,2,3,7491,1848,1970
2,u,,,,,,,
4,h,1255000,4,2,1,7370,,
5,h,1540500,5,2,2,7986,,
3,h,1430000,3,1,2,,,
3,h,1209000,3,1,2,6985,,
4,h,1300000,,,,,,
5,h,1730000,5,2,2,8206,,
5,h,1510000,5,2,3,7447,,
4,h,1600000,4,3,2,9658,3366,1970
2,u,718500,2,1,1,2805,,
3,h,481000,3,2,1,3949,1650,2011
5,h,1100000,5,3,6,,3256,2007
3,h,568500,3,1,2,,990,1950
4,h,1867000,4,3,2,,3234,1920
3,u,647500,3,1,2,,,
2,h,1250000,2,1,2,,,
2,u,566000,2,1,1,9295,,
4,h,967000,4,3,2,,1705,1985
4,h,950000,4,2,2,7161,2178,1990
3,h,1400000,3,2,,2475,1342,1890
2,h,1450000,2,2,,2343,,
4,h,640500,4,2,2,,,2005
2,u,454000,2,1,1,,,2000
3,h,375000,3,1,1,1837,,2011
3,h,641000,3,2,2,5885,1628,1970
3,h,555000,3,2,4,,1078,1985
2,u,291000,2,1,1,1771,,
3,h,993000,3,2,2,6545,1859,
3,h,1527500,3,2,3,,,
3,h,950000,3,1,2,,,
4,h,1575000,,,,,,
2,u,508000,2,1,1,,,
3,h,,3,1,3,5841,,
2,u,475000,2,1,1,,792,2016
3,h,,3,1,1,4488,,1960
4,h,820000,4,2,2,8008,,1970
3,h,797000,3,2,1,6886,1595,1995
2,h,1060000,2,1,0,,880,1890
3,h,1750000,3,1,,1672,,
4,h,2000000,4,2,1,,1980,1890
3,h,820000,3,1,0,2035,1078,1900
2,h,1225000,2,1,1,1650,1056,1890
2,u,240000,2,1,1,,440,1965
2,u,,2,1,1,,,
2,u,465000,2,1,1,,,1970
2,h,800000,2,1,2,3883,1353,1930
3,h,,3,1,2,,,
3,h,,3,1,2,6380,1232,1960
3,h,1010000,3,2,2,3366,1375,1970
3,h,464000,3,1,2,,,
3,h,,3,2,2,6754,1430,
4,h,830000,4,1,4,6600,1738,1985
3,h,690000,3,2,2,24079,,
4,h,780000,4,3,2,222200,2079,1985
3,h,660000,3,1,3,5137,,
3,h,625000,3,2,4,6358,,
3,h,695000,3,2,2,,1650,1990
4,h,,4,2,2,6842,2838,1950
3,h,2200000,3,2,2,7755,1738,1935
5,h,3000000,5,3,2,8525,,
2,u,652500,2,1,1,,,
3,t,1520000,3,2,2,,,
2,u,537000,2,2,1,,,
2,h,,2,2,2,,,
4,h,3200000,4,3,2,9438,,1980
3,u,1000000,,,,,,
2,t,965000,2,2,1,7744,,
4,h,,4,2,2,7073,3410,1999
2,u,515000,,,,,,
3,u,930000,3,2,2,,,2005
4,h,1790000,4,2,2,8162,1804,1970
3,h,,3,1,1,7227,1452,1970
3,h,,3,2,5,7392,,
4,t,1170000,4,3,2,7975,,1936
4,t,,4,3,2,8074,2266,2005
4,t,1380000,,,,,,
4,h,1320000,4,2,5,11231,,
5,h,1320000,5,3,3,5258,,
3,h,1361501,,,,,,
4,h,,4,3,2,7986,,
4,h,1152000,4,2,2,8074,,
4,h,,4,2,2,,,
5,h,,5,3,2,11924,3267,1970
3,h,932000,3,1,1,7029,,
3,t,646000,,,,,,
3,t,576000,,,,,,
2,h,605000,2,1,2,4158,1012,1955
2,t,480000,2,1,1,,715,2013
5,h,1000000,5,2,2,9900,2112,1955
5,h,888000,5,3,2,,,
4,h,,4,3,6,,,2013
3,h,750000,3,1,3,7315,1144,1970
3,h,720000,3,1,1,,,
4,h,3100000,4,3,2,,3608,2001
3,h,1850000,3,1,2,7667,,
4,t,,,,,,,
5,h,,5,2,0,5555,3443,1880
2,h,,,,,,,
2,h,1000000,2,1,2,,,
2,u,,2,1,1,,,
2,u,463000,2,1,1,,,
3,h,1670000,3,3,2,1177,,
2,u,630000,2,2,1,,814,2013
2,u,492000,2,1,1,,,
3,h,,3,3,1,,1430,1880
3,h,2710000,3,1,3,6765,,
3,h,1768000,3,2,2,3344,,
4,h,,4,1,1,5566,,
4,h,3000000,4,2,2,,,
3,h,,3,1,2,,,
4,h,,4,3,3,,2970,1960
3,h,,3,1,2,10043,1485,1960
3,h,,3,1,1,7964,1166,1950
4,h,1165000,4,2,2,4862,2277,2016
4,h,920000,4,2,2,7205,,
4,h,,4,2,1,14399,,1960
5,h,932000,5,2,2,5973,2200,1980
1,u,325000,1,1,1,,,1960
4,h,1420000,4,2,2,,,
2,h,,2,1,1,,,
3,h,811000,3,1,1,6446,,
4,h,1550000,4,2,2,6743,2057,1960
3,u,801000,3,1,1,,,
4,h,805000,4,3,2,10670,,
4,h,627000,3,2,2,,,
3,h,510000,3,1,2,6600,1419,1975
3,h,,3,1,2,6138,,
2,u,405000,2,1,1,,1100,1987
4,h,505000,4,2,1,,,
5,h,,5,2,6,,,
3,h,600000,3,2,,8635,,
2,t,795000,2,2,1,,,2012
3,h,1535000,3,2,1,7667,1408,1930
3,h,678500,3,1,2,5929,1144,1975
3,h,680000,3,2,2,,,
4,h,720000,4,2,2,7260,1947,1985
4,h,1210000,4,4,3,4719,,
4,h,1188000,4,2,2,6732,2222,1961
3,h,590000,3,1,1,,,2000
3,h,1031100,3,1,1,6622,,
3,h,1076500,3,1,1,7018,,
3,h,680000,3,2,2,7161,,1991
3,h,1360000,3,1,1,,1254,1910
2,t,700000,2,1,1,,1067,2000
2,u,920000,2,1,1,,,1980
4,h,,4,2,5,8668,,1919
3,h,1250000,3,1,2,,,
3,h,1950000,3,1,3,7766,,
3,h,1405000,3,1,,,1221,1890
3,h,1700000,3,1,2,6369,,
4,h,2000000,4,1,1,7744,,
3,h,1655000,3,2,1,9042,,
4,h,1980000,4,2,3,9306,,
4,h,,4,1,2,,,1970
3,h,,3,1,1,5918,,
3,h,915000,3,2,4,5093,,
3,h,1100000,3,2,0,3025,1342,1910
3,u,712000,3,2,1,,1133,2005
3,h,685000,3,1,1,6028,,
3,h,741000,3,1,1,7392,,
2,t,665000,,,,,,
4,h,967000,,,,,,
3,h,,,,,,,
2,h,865000,2,1,2,3597,1441,1950
3,h,605000,3,1,2,,1155,1995
3,h,1990000,3,2,2,,,
3,h,1510000,3,1,0,2508,1716,1900
1,u,,,,,,,
2,u,,2,2,2,,,
4,h,,,,,,,
3,h,1380000,3,1,3,,,
2,u,,2,1,1,,,1970
5,h,,5,3,2,9284,,
3,h,,3,1,2,6545,1375,1900
4,h,2525000,4,2,2,6336,,
3,h,1902000,3,2,2,8008,,
3,t,,3,2,2,,1694,1995
4,h,,4,3,1,,1925,2017
3,u,701500,,,,,,
4,h,2280000,4,2,3,,,
3,h,,3,1,2,,,
3,h,490000,3,2,2,,1452,1990
3,h,473000,3,1,2,5511,1419,1992
3,u,430000,,,,,,
2,u,530000,2,1,,,737,1875
3,u,815000,,,,,,
2,u,585000,,,,,,
4,h,410000,4,1,2,6358,1144,1980
4,h,1325000,4,2,1,,2222,2007
4,h,,4,1,2,7139,,
3,t,,,,,,,
3,t,875000,3,2,2,1815,209,
3,h,467000,,,,,,
4,h,726000,4,2,2,,,
4,h,720000,4,2,2,6303,2695,
4,h,746000,,,,,,
2,h,,2,1,,1727,,
4,h,1720000,,,,,,
5,h,6400000,5,2,1,6083,3388,1920
2,h,1500000,2,1,1,2134,,
3,h,710000,3,2,2,6435,,
3,h,728000,3,2,2,,1232,2016
4,h,806888,4,2,2,,2552,1999
4,h,757000,4,2,3,8800,2970,1985
5,h,,5,2,2,6457,,
3,t,890000,,,,,,
4,h,1200000,4,3,2,4037,3674,2015
3,t,799100,3,2,2,,,1990
3,h,1237000,3,2,2,5874,2057,1970
2,u,850000,2,1,1,24673,,
3,h,910000,3,1,2,,1430,1960
3,h,970000,3,2,2,,,
2,u,570000,2,1,1,,935,2004
2,u,595000,2,1,2,,946,1970
3,h,1205000,3,1,1,4125,1298,1910
3,h,1240000,3,2,2,8624,1892,2007
4,h,,4,2,2,7238,,
3,h,1450000,3,2,2,,1947,1950
3,h,1150000,3,1,4,,,
3,h,720000,3,1,1,9482,1067,1960
2,h,900000,2,2,2,,,1950
3,u,851000,3,1,2,,1441,1983
4,u,1175000,4,2,2,,1727,2003
4,h,1250000,4,2,2,,2112,1975
3,h,1030000,3,1,1,,,
3,h,1000000,3,1,1,,,
3,h,888000,3,1,1,7084,,
3,h,780000,3,2,2,,1782,2004
2,h,960000,2,1,1,,1188,1930
3,h,1530000,3,1,1,,,1930
4,h,,,,,,,
3,t,922000,3,2,2,2409,,
3,h,832000,3,2,2,,,
4,h,1567000,4,2,2,4499,1991,1910
4,t,865000,4,2,2,,2079,2012
4,h,980000,4,3,2,6842,,2005
4,h,1370000,4,3,2,6974,2761,2017
2,u,542000,2,1,1,,781,1970
4,h,902000,4,2,0,16027,1617,1970
2,h,1550000,2,1,,,,
1,u,405000,,,,,,
3,u,1150000,,,,,,
2,u,630000,,,,,,
3,h,1341500,3,1,1,2992,,1950
3,h,1260000,3,2,1,,,
4,h,1685000,4,1,1,4862,1232,1920
5,h,,5,3,1,10846,2442,1950
4,h,1495000,4,2,1,6391,1969,1950
3,h,1110000,3,1,2,7744,1320,1970
3,h,1103000,3,1,2,4411,1474,1960
4,h,1630000,4,2,2,6094,,
5,h,1100000,5,3,4,,,
4,h,1230000,4,2,2,8657,,
4,h,,4,2,4,82500,,
2,t,625500,2,1,1,,1210,2008
2,h,555000,2,1,1,,1067,1980
2,u,641000,2,1,1,,1122,1975
1,u,436000,1,1,1,,682,1970
2,t,,2,1,1,,,
3,h,850000,3,1,3,4906,,
2,u,362000,,,,,,
2,h,790000,2,1,1,,1232,1945
4,h,1631000,4,3,2,3982,,
3,h,1845000,3,3,2,1254,2640,2009
3,h,1000000,3,1,0,1089,1056,1890
2,h,1190000,2,1,1,,2585,
2,u,600000,2,1,1,,935,2005
3,h,1600000,3,1,0,,1276,1890
1,h,1475000,1,1,4,2112,,
2,u,,2,1,1,11121,,
3,u,920000,3,2,2,,,
3,h,,3,2,2,,1573,1915
3,h,1650000,3,1,0,4785,2200,1966
2,u,845000,2,1,1,,,
3,u,540000,3,1,1,,1001,1950
2,h,950000,2,1,2,,,
3,h,1072500,3,1,2,6468,,
3,t,800000,,,,,,
3,h,,3,1,2,10120,,
3,h,920000,3,1,2,5115,,1930
3,h,947500,3,1,1,,,
4,h,,4,2,4,9460,,
3,h,750000,3,1,3,6721,,
3,h,755000,3,1,1,5302,1199,1965
3,h,,3,2,2,9207,,
3,h,889000,3,1,2,,1331,1950
2,h,680000,2,1,2,6336,,
3,h,990000,3,1,2,,,
2,t,550000,2,1,1,,902,2012
4,h,1250000,4,4,2,,3333,2006
2,t,580000,2,1,1,,,2008
2,u,583500,2,1,1,,,
3,h,870000,3,1,2,8151,,
3,h,,3,1,1,7920,1386,1970
3,h,1400000,3,1,2,,,
3,h,1525000,3,2,0,2145,1342,1890
3,h,,3,1,1,,,
2,h,1200000,,,,,,
3,h,1200000,3,1,1,1661,,
1,u,415000,,,,,,
1,u,,1,1,1,,,
3,t,1321000,3,2,2,,,
2,u,592000,2,2,1,157234,847,2006
2,h,1040000,2,1,1,8426,1100,1950
2,h,,2,1,,9240,,
4,h,800000,4,2,2,7150,1232,1960
2,u,,2,1,1,,,
4,h,1315000,4,2,3,,,
4,h,1050000,4,2,2,8470,,
4,h,1800000,4,2,2,6985,3036,1955
3,h,725000,3,1,2,,,
3,h,580500,3,2,2,6248,1617,2003
3,h,440000,3,2,1,,2035,2008
3,h,580000,3,2,1,,,
4,h,510000,4,2,2,,2200,2000
4,h,2700000,4,2,1,7942,3498,1890
5,h,2290000,5,3,2,6083,3003,1925
